,h10, , ,h20, , ,h30, , ,h50, , ,h100, , ,h200, , ,h300, , ,h500, , ,h1000, , 
 , ,avg loss,MCS p-value, ,avg loss,MCS p-value, ,avg loss,MCS p-value, ,avg loss,MCS p-value, ,avg loss,MCS p-value, ,avg loss,MCS p-value, ,avg loss,MCS p-value, ,avg loss,MCS p-value, ,avg loss,MCS p-value
LILAK,deepLOB_L2,1.1123339262875644,0.0,deepLOB_L2,1.1361796747554431,0.0,deepLOB_L2,1.126469373703003,0.0,deepLOB_L1,1.1299429156563499,0.0,deepLOB_L1,1.1440491351214321,0.0,deepLOB_L1,1.1621137965809216,0.0,deepLOB_L1,1.1552433100613682,0.0,deepLOB_L1,1.1970355077223345,0.0,deepLOB_L2,1.1988154649734497,0.0
 ,deepLOB_L1,1.1268560452894731,0.0,deepLOB_L1,1.1189104860479182,0.09,deepLOB_L1,1.1320652853358875,0.01,deepLOB_L2,1.125538175756281,0.0,deepLOB_L2,1.1308120597492566,0.0,deepLOB_L2,1.129106185652993,0.0,deepLOB_L2,1.151397000659596,0.0,deepLOB_L2,1.1692243164235896,0.0,deepLOB_L1,1.1848227977752686,0.0
 ,deepOF_L1,1.0990873683582654,0.02,deepVOL_L2,1.1087978753176602,0.51,deepVOL_L3,1.1101426102898337,0.21,deepVOL_L2,1.1228707053444602,0.0,deepVOL_L2,1.1373992941596291,0.0,deepOF_L2,1.116281119259921,0.0,deepVOL_L2,1.1158366853540593,0.0,deepVOL_L2,1.1124593019485474,0.01,deepVOL_L2,1.1153200973163953,0.0
 ,deepVOL_L2,1.091617996042425,0.08,deepVOL_L3,1.1054768779061057,0.63,deepVOL_L2,1.114458214152943,0.21,deepVOL_L3,1.1138812195171008,0.0,deepVOL_L3,1.1178974021564831,0.0,deepVOL_L2,1.1208167509599165,0.0,deepOF_L2,1.1128797747872092,0.0,deepOF_L2,1.1102898771112615,0.01,deepOF_L2,1.1134968670931729,0.0
 ,benchmark,1.0879232650028727,0.08,deepOF_L1,1.1031725081530483,0.63,deepOF_L1,1.109637433832342,0.7,deepOF_L2,1.1144876263358376,0.0,deepOF_L2,1.1179009025747126,0.0,deepOF_L1,1.1098182959990068,0.0,deepOF_L1,1.1076242381876165,0.0,deepVOL_L3,1.1054455800489946,0.23,deepOF_L1,1.1067672967910767,0.0
 ,deepVOL_L3,1.0870485630902378,0.08,benchmark,1.0995916331434954,0.63,deepOF_L2,1.1025120345028965,0.7,deepOF_L1,1.115218010815707,0.04,deepOF_L1,1.1098735657605259,0.0,deepVOL_L3,1.109607143835588,0.0,deepVOL_L3,1.1093542033975774,0.0,deepOF_L1,1.105629801750183,0.23,deepVOL_L3,1.1024047894911333,0.07
 ,deepOF_L2,1.0483421737497503,1,deepOF_L2,1.0859789848327637,1,benchmark,1.0974911060737165,1,benchmark,1.0980170641860352,1,benchmark,1.0975333664009062,1,benchmark,1.0983578348208831,1,benchmark,1.0975469980004007,1,benchmark,1.0969162231979763,1,benchmark,1.0983238742851524,1
QRTEA,deepLOB_L2,1.0294621207497336,0.0,deepLOB_L2,1.0393036712299695,0.0,deepLOB_L1,1.2000184926119717,0.0,deepLOB_L1,1.2399429407986728,0.0,deepLOB_L1,1.1968685822053389,0.0,deepLOB_L1,1.1452226422049783,0.0,deepLOB_L1,1.141526839949868,0.0,deepLOB_L2,1.2160775769840588,0.0,deepLOB_L1,1.152772849256342,0.0
 ,deepLOB_L1,1.162492112679915,0.0,deepLOB_L1,1.235596310008656,0.0,deepLOB_L2,1.0284527648578992,0.0,deepLOB_L2,1.0592891519719905,0.0,deepLOB_L2,1.1250928315249356,0.0,deepLOB_L2,1.1304706443439831,0.0,deepVOL_L2,1.1304711320183494,0.0,deepLOB_L1,1.1565628918734463,0.01,deepLOB_L2,1.1608519879254429,0.01
 ,deepVOL_L3,0.8009161678227511,0.05,deepVOL_L3,0.8628134023059498,0.0,deepVOL_L3,0.9709605141119524,0.04,deepVOL_L3,1.0310186256061902,0.0,deepVOL_L3,1.093061084097082,0.05,deepVOL_L2,1.1499506560238926,0.0,deepLOB_L2,1.126190109686418,0.01,deepVOL_L2,1.1373772837898948,0.01,deepVOL_L2,1.137532266703519,0.01
 ,deepOF_L1,0.7904026779261503,0.05,deepOF_L1,0.8527656414292075,0.0,deepOF_L1,0.8913734175942161,0.04,benchmark,0.9737181960226539,0.05,deepVOL_L2,1.1002688191153787,0.05,deepVOL_L3,1.102445895021612,0.93,deepVOL_L3,1.106358289718628,0.24,deepOF_L2,1.1197646531191738,0.25,deepOF_L2,1.114017215642062,0.06
 ,deepVOL_L2,0.7930702621286566,0.05,benchmark,0.7888481216346096,0.16,benchmark,0.8698264235848341,0.04,deepVOL_L2,0.9885638843883168,0.05,benchmark,1.0778314926521286,0.05,deepOF_L1,1.1003979444503784,1.0,deepOF_L2,1.1072483387860386,0.28,deepVOL_L3,1.1129437359896572,0.25,deepOF_L1,1.1085432009263472,0.06
 ,benchmark,0.6596630242467504,0.23,deepVOL_L2,0.7890451008623297,0.16,deepVOL_L2,0.855563841082833,0.04,deepOF_L1,0.9537067196585916,0.05,deepOF_L1,1.0504069436680188,0.54,benchmark,1.1003562515133187,1.0,deepOF_L1,1.1025092818520286,0.28,deepOF_L1,1.1062811396338723,0.25,deepVOL_L3,1.1056181084025989,0.42
